text,label,length
I wanted to check the timeline for processing refunds. When can I expect to see it?,billing,83
I was charged an extra fee this month without any notice. I’d like to know why.,billing,79
My account was charged multiple times this month. Can you assist me in sorting this out?,billing,88
Why am I being billed for two different subscriptions? I only signed up for one.,billing,80
I received an invoice for a service I never signed up for. How can I resolve this?,billing,82
Can you send me a copy of all the invoices for the past six months? I need them for my records.,billing,95
I want to know if there are any late fees applied to my account and how I can avoid them.,billing,89
"I’d like clarification on my last invoice, specifically about the discounts applied. They seem off.",billing,99
Is there a way to set up a payment plan for my outstanding balance? It’s a bit much right now.,billing,94
I canceled my subscription but still received a bill. Can you explain why?,billing,74
I need help understanding the different charges listed on my recent billing statement.,billing,86
Can I switch to a different payment method for my upcoming bill? I want to use a credit card instead.,billing,101
My invoice is missing some information that I need. Can you help fill in the gaps?,billing,82
"I was supposed to get a promotional rate, but my bill doesn’t reflect that. What happened?",billing,90
I’m confused about the additional service charges on my recent bill. Can we go over them?,billing,89
I’m running into issues with my payment not going through. What can I do to fix this?,billing,85
I don't understand why there are extra charges on my bill this month.,billing,69
Can someone explain the sudden increase in my subscription fee?,billing,63
I noticed a discrepancy in my invoice. Can you help me resolve it?,billing,66
"I was told my trial period was free, but I see a charge on my account. What's going on?",billing,87
Could you clarify what this additional fee is for on my latest invoice?,billing,71
I accidentally paid my bill twice. How do I get my money back?,billing,62
"My payment didn’t go through, but I’m sure I have enough funds. Can you look into this?",billing,87
"I need a detailed breakdown of my recent charges, please.",billing,57
I'm really frustrated! My payment hasn’t reflected in my account yet.,billing,69
I would like to dispute a charge that seems incorrect. What steps should I take?,billing,80
Can I get a copy of my last invoice? I can't find it anywhere.,billing,62
I'm confused about the late fee on my bill. Can you explain that?,billing,65
Why did my subscription price change without any notice?,billing,56
I'm not sure what this 'service fee' is on my bill. Can you help clarify?,billing,73
"I received a notification about a payment due, but I already paid. What’s happening?",billing,84
Could you assist me with understanding my new billing cycle?,billing,60
I've been charged for a subscription I thought I canceled. Can you check this?,billing,78
My bank statement shows a different amount than what I was charged. Please help!,billing,80
Is there a mistake with my automatic payment? It seems higher than usual.,billing,73
I was promised a discount but didn't see it applied. What should I do?,billing,70
My invoice includes charges that I wasn’t advised about. Can we discuss this?,billing,77
I don’t recall authorizing this recent charge. Can you look into it for me?,billing,75
Can you provide details on how to resolve a billing issue with my account?,billing,74
I need help figuring out the charges from last month’s bill.,billing,60
"I noticed an extra charge on my statement this month, can you help me figure this out?",billing,86
